TITRE;CATEGORIE;GENRE;REALISATEUR;ORIGINE;ACTEUR;CLASSEUR;NUMERO;TYPE;ZONE;ANNEE;LANGUE;COMMENTAIRES;VOIR;;;;;;;;;
Pirates des Caraïbes 1 La Course du Black Pearl;Jeunesse;Aventures;Walt Disney;USA;Johnny Deep - Orlando Bloom - Keira Knightley;;;DVD;1;;Fr-Ang;;;;;;;;;;;
Pirates des Caraïbes 2 Le Secret du Coffre Maudit;Jeunesse;Aventures;Walt Disney;USA;Johnny Deep - Orlando Bloom - Keira Knightley;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Pirates des Caraïbes 3 Jusqu'au Bout du monde;Jeunesse;Aventures;Walt Disney;USA;Johnny Deep - Orlando Bloom - Keira Knightley;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Pirates des Caraïbes 4 : La Fontaine de Jouvence;Jeunesse;Aventures;Walt Disney;USA;Johnny Deep - Penélope Cruz - Ian McShane - Geoffrey Rush;;;DVD;2;2011;Fr-Ang;;;;;;;;;;;
Pitch Black;Science Fiction;Frisson;;USA;Vin Diesel - Radha Mitchell - Cole Hauser - Keith David;;;DVD;2;2000;Fr-Ang;;;;;;;;;;;
Planéte Hurlante;Science Fiction;Frisson;;USA;Peter Weller;;;DVD;2;1996;Fr-Ang-All;;;;;;;;;;;
Planéte Terreur;Fantastique;Frisson;Robert Rodriguez Quentin Tarentino;USA;Rose McGowan - Freddy Rodriguez;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Platoon;Guerre;Vietnam;Oliver Stone;USA;Willem Dafoe - Tom Berenger - Charlie Sheen;;;DVD;2;1986;Fr-Ang-Itl;;;;;;;;;;;
Poisson d'Avril;Comedie;Humour;;France;Bourvil - Louis De Funes;;;DVD;2;;Fr-Grec;;;;;;;;;;;
Pokémon 7;Jeunesse;Dessins Animés;;Japon;;;;DVD;2;1997-2000;Fr;;;;;;;;;;;
Pokémon 8;Jeunesse;Dessins Animés;;Japon;;;;DVD;2;1997-2000;Fr;;;;;;;;;;;
Pokémon 9;Jeunesse;Dessins Animés;;Japon;;;;DVD;2;1997-2000;Fr;;;;;;;;;;;
Police Academy (1);Comedie;Humour;Paul Malansky;USA;Steve Guttenberg - Bubba Smith - Georges Gaynes;;;DVD;1;1984;Ang;;;;;;;;;;;
Police Academy (2);Comedie;Humour;Paul Malansky;USA;Steve Guttenberg - Bubba Smith - Georges Gaynes - Michael Winslow - Marion Ramsey;;;DVD;1;1985;Fr-Ang;;;;;;;;;;;
Police Academy (3);Comedie;Humour;Paul Malansky;USA;Steve Guttenberg - Bubba Smith - Georges Gaynes - Michael Winslow - Marion Ramsey;;;DVD;1;1986;Fr-Ang;;;;;;;;;;;
Police Academy (4);Comedie;Humour;Paul Malansky;USA;Steve Guttenberg - Bubba Smith - Georges Gaynes - Micael Winslow - Marion Ramsey;;;DVD;1;1987;Fr-Ang;;;;;;;;;;;
Police Academy (5);Comedie;Humour;Paul Malansky;USA;Bubba Smith - Georges Gaynes - Michael Winslow - Marion Ramsey;;;DVD;1;1988;Fr-Ang-Itl;;;;;;;;;;;
Police Academy (6);Comedie;Humour;Paul Malansky;USA;Bubba Smith - Georges Gaynes - Michael Winslow - Marion Ramsey;;;DVD;;1989;Fr-Ang-Itl;;;;;;;;;;;
Police Academy (7);Comedie;Humour;Paul Malansky;USA;Georges Gaynes - Michael Winslow - Marion Ramsey;;;DVD;;1994;Fr-Ang-Itl;;;;;;;;;;;
Pompei;Action;Péplum;Paul W,S, Anderson;USA-ALL-CAN;Kit Harington - Carrie-Anne Moss - Emily Browning - Kieffer Sutherland;;;DVD;2;2014;Fr-Ang;;;;;;;;;;;
Porco Rosso;Jeunesse;Dessins Animés;Hayao Miyasaki;Japon;;;;DVD;2;2008;Fr-Jap;;OUI;;;;;;;;;
Porgy & Bess;Musique;Opéra;Gershwin;GB;Willard WHITE - Cynthia HAYMON;;;DVD;;1993;;;;;;;;;;;;
Postman;Science Fiction;SF;;USA;Kevin COSTNER;;;DVD;2;1998;Fr-Ang-Itl;;;;;;;;;;;
Pour Qui Sonne le Glas;Action;Historique;Espagne;USA;Gary Cooper - Ingrid Bergman;;;DVD;2;1943;Fr-Ang-All-Itl-Esp;;;;;;;;;;;
Predator (1);Science Fiction;Frisson;John McTiernan;USA;Arnold Scharzenegger - Carl Weathers;;;DVD;1;1987;Fr-Ang;;;;;;;;;;;
Predator (2);Science Fiction;Frisson;Stephens Hopkins;USA;Danny Glover - Dary Busey;;;DVD;2;1990;Fr-Ang-Itl;;;;;;;;;;;
Predators;Science Fiction;Frisson;Robert Rodriguez;USA;Adrien Brody - Topher Grace - Alice Braga - Walton Coggins - Laurence Fishburne;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Prédestination;Science Fiction;Thriller;Michael Spierig Peter Spierig;Australie;Ethan Hawke - Sarah Snook - Noah Taylor - Christopher Kirby - Madeleine West;;;DVD;2;2014;Fr-Ang-Esp;;;;;;;;;;;
Predictions;Science Fiction;Catastrophe;;USA;Nicolas Cage;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Premier Contact;Science Fiction;SF;Denis Villeneuve;USA;Amy Adams - Jeremy Renner - Forest Whitaker - Michael Stuhlbarg - Mark O'Brien - Tzi Ma ;;;DVD;2;2016;Fr-Ang-Itl;;;;;;;;;;;
Pretty Woman;Comedie;Romantique;Garry marshall;USA;Richard Gere - Julia Roberts - Ralph Bellamy;;;DVD;2;1990;Fr-Ang;;;;;;;;;;;
Pride & Prejudice;Drame;Romantique;;GB;Keira KNIGHTLEY;;;DVD;;2005;Fr-Ang-Esp;;;;;;;;;;;
Priest;Science Fiction;Fantastique;;USA;Paul Bettany - Karl Urban - Cam Gigandet - Maggie Q Christopher Plummer - Lily Colllins;;;DVD;2;2011;Fr-Ang-Esp-Catalan;;;;;;;;;;;
Prince Yaroslav;Action;Historique;Russie;Russie;Alexander Ivashkevich - Svetlana Chuykina;;;DVD;2;2010;Fr-Rus;;;;;;;;;;;
Princesse Mononoke;Jeunesse;Dessins Animés;Hayao Miyasaki;Japon;;;;DVD;2;;Fr-Ang-Jap;;;;;;;;;;;
Promenade au Parc;Musique;Musicale;Académie danse Barbot-Perrot;France;Alicia Rams;;;DVD;2;2011;Fr;Alicia Spectacle Danse;;;;;;;;;;
Prometheus;Science Fiction;Frisson;Ridley Scott;USA;Noomi Rapace - Michael Fassemberg - Guy Pearce - Idris Elba - Logan Marshall-Green;;;BRD + DVD;1;2012;Fr-Ang;Saga Alien;;;;;;;;;;
Pulp Fiction;Policier;Thriller;Quentin Tarentino;USA;John Travolta - Samuel L. Jackson;;;DVD;2;1994;Fr-Ang;;;;;;;;;;;
Quai d'Orsay;Comedie;Comedie;Bertrand Tavernier;France;Thierry Lhermite - Raphael Personnaz - Niels Arestrup - Julie Gayet - Thierry Fremont;;;DVD;2;2013;Fr;;;;;;;;;;;
Quand la Panthére Rose S'emmele;Comedie;Policier;Blake Edwards;USA;Peter Sellers - Herbert Lom - Colin Blakely - Leonard Rossiter;;;DVD;;1976;Fr-Ang-All-Esp-Itl-Tch;;;;;;;;;;;
Quand les Aigles Attaquent;Guerre;2e Guerre Mond.;Brian G. Hutton;USA;Richard Burton - Clint Eastwood - Mary Ure;;;DVD;2;1968;Fr-Ang-Itl;;;;;;;;;;;
Quatre Vents;Documentaire;Nature;;Canada;Frank Cabot;;;DVD;DEZ;2011;Fr-Ang;Photos avec commentaires;OUI;;;;;;;;;
Qu'est ce Qu'on a Encore Fait au Bon Dieu?;Comedie;Humour;Philippe de Chauveron;France;Christian Clavier - Chantal Lauby - Ary Abittan -Medi Sadoun - Frédéric Chau - Noom Diawara - Pascal N'zonzi - Salimata Kamate;;;DVD;2;2019;Fr;;;;;;;;;;;
Qu'est ce Qu'on a Fait au Bon Dieu?;Comedie;Humour;Philippe de Chauveron;France;Christian Clavier - Chantal Lauby - Ary Abittan -Medi Sadoun - Frédéric Chau - Noom Diawara - Pascal N'zonzi - Salimata Kamate;;;DVD;2;2014;Fr;;;;;;;;;;;
Rambo 2: First Blood;Action;Aventures;Georges Pan Cosmatos;USA;Sylvester Stallone - Richard Crenna - Charles Napier - Steven Berkoff - Julia Nickson;;;BRD;1;1985;Fr-Ang;;;;;;;;;;;
Rambo 3;Action;Aventures;Peter MacDonald;USA;Sylvester Stallone - Richard Crenna - Marc de Jonge - Kurtwood Smith - Spyros Fokas;;;BRD;1;1988;Fr-Ang;;;;;;;;;;;
Rangoon;Drame;Drame;John Boorman;USA;Patricia Arquette;;;DVD;2;1995;Fr-Ang-Itl;;;;;;;;;;;
Ratatouille;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;1;2007;Fr-Ang;;;;;;;;;;;
Ray;Musique;Biographie;Taylor Hackford;USA;Jamie FOXX - Kerry Washington - regina King;;;DVD;;2005;;;;;;;;;;;;
Real;Science Fiction;Fantastique;Kiyoshi Kurosawa;Japon;;;;DVD;2;2013;Fr-Jap;;;;;;;;;;;
Red;Action;Policier;Robert Schwentke;USA;Bruce Willis - Morgan Freeman - John Malkovich  Helen Mirren;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Red 2;Action;Policier;Dean Parisot;USA;Bruce Willis - John Malkovich - Helen Mirren - Anthony Hopkins - Mary-Louise Parker - Byung Hun Lee - Catherine Zeta-Jones;;;DVD;2;2013;Fr-Ang;;;;;;;;;;;
Red, White and Blues (The Blues de Martin Scorcese (3-7);Documentaire;Musicale;Mike Figgis;USA;Tom Jones - B.B. King - Eric Clapton - John Porter - Eric Clapton - Van Morrisson - Eric Burdon;;;DVD;2;2003;Ang;The Blues de Martin Scorcese ;OUI;;;;;;;;;
Règlement de Comptes à O.K. Corral;Western;Aventures;John Sturges;USA;Burt Lancaster - Kirk Douglas - Rhonda Fleming - Jo Van Fleet - John Ireland;;;DVD;2;1957;Fr-Ang-Esp;;;;;;;;;;;
Renaissance;Science Fiction;Thriller;Christian Volckman;France;Daniel Craig - Romola Garai - Ian Holm;;;DVD;1;2006;Fr-Ang;Animation;;;;;;;;;;
Resident Evil 1;Science Fiction;Frisson;Paul W. S. Anderson;USA;Milla Jovovich - Michelle Rodriguez;;;DVD;2;2002;Fr-Ang;;;;;;;;;;;
Resident Evil 2 Apocalypse;Science Fiction;Frisson;;USA;Milla Jovovich;;;DVD;2;2004;Fr-Ang;;;;;;;;;;;
Resident Evil 3 Extinction;Science Fiction;Frisson;;USA;Milla Jovovich;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Resident Evil 4 Afterlife;Science Fiction;Frisson;Paul W. S. Anderson;USA;Milla Jovovich - Ali Larter;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Resident Evil 5 Retribution;Science Fiction;Frisson;Paul WS Anderson;USA;Milla Jovovich - Michelle Rodriguez;;;DVD;2;2012;Fr-Ang;;;;;;;;;;;
Resident Evil 6 Chapitre Final;Science Fiction;Frisson;Paul WS Anderson;USA;Milla Jovovich - Ali Larter - Ian Glen - Shawn Roberts - Ruby Rose - Eoin Macken;;;DVD;2;2017;Fr-Ang;;;;;;;;;;;
Riddick : Domptez les Ténèbres;Science Fiction;SF;David Twohy;USA;Vin Diesel - Jordi Molla - Matt Nable - Kate Sackhoff - Dave Bautista - Bokeem Woodbine;;;DVD;2;2013;Fr-Ang;;;;;;;;;;;
Rien à Déclarer;Comedie;Humour;Dany Boon;France;Benoit Poelvoorde - Dany Boon - Karin Viard - François Damiens - Laurent Gamelon;;;DVD;2;2011;Fr;;;;;;;;;;;
Rien Que Pour Vos Cheveux;Comedie;Satirique;;USA;Adam Sandler - Emmanuelle Chiriqui - John Turturro;;;DVD;;2008;Fr-Ang;;;;;;;;;;;
Rise of The Guardians: Les Cinq Légendes;Jeunesse;Dessins Animés;Peter ramsey;USA;;;;DVD;2;2012;Fr-Ang;;OUI;;;;;;;;;
Road Test;Musique;Concert;;USA;Bonnie Raitt;;;DVD;;2001;;;;;;;;;;;;
Robin des Bois;Action;Médievale;Ridley Scott;GB-USA;Russell Crowe - Cate Blanchett - Max Von Sydow - William Hurt;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Robin des Bois (DA);Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;2;1973;Fr-Ang;;;;;;;;;;;
Robin Wood : Men in Tights;Comedie;Humour;Mel Brooks;USA;Cary Elwes - Richard Lewis - Roger Rees - Amy Yasbeck - Dave Chappelle - Isaac Hayes;;;BRD;1;1993;Fr-Ang-Esp;;OUI;;;;;;;;;
Robots;Jeunesse;Dessins Animés;Blue Sky;USA;;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Robots Overloads;Science Fiction;SF;Jon Wtight;GB;Gillian Anderson - Ben Kingsley - Ella Hunt - Callam McAuliffe - Geraldine James ;;;BRD;1;2014;Fr-Ang;;;;;;;;;;;
Rollerball;Science Fiction;SF;;USA;James Caan;;;DVD;1;1975;Fr-Ang;;;;;;;;;;;
Rome Saison 1;Action;Péplum;HBO;USA;Kevin McKidd - Ray Stevenson - Polly Walker;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Rome Saison 2;Action;Péplum;HBO;USA;Kevin McKidd - Ray Stevenson - Polly Walker;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Rouge Rubis;Fantastique;Aventures;Felix Fuchssteiner;Allemagne;Maria Ehrich - Jannis Niewöhner - Veronica Ferres - Uwe Kockisch - Laura Berlin ;;;DVD;2;2013;Fr-All;Saga Trilogie des Gemmes 1/3;;;;;;;;;;
Rush Hour 2;Policier;Humour;;USA;Jackie Chan - Chris Turner;;;DVD;1;2001;Fr-Ang;;;;;;;;;;;
Rush Hour 3;Policier;Humour;;USA;Jackie Chan - Chris Turner;;;DVD;1;2007;Fr-Ang;;;;;;;;;;;
Sa Ding Ding;Musique;Concert;Sa Ding Ding;Chine;Sa Ding Ding;;;DVD;DEZ;2007;Chinois-Sanscrit;;;;;;;;;;;
Sabrina;Comedie;Romantique;;USA;Humphrey Bogart - Audrey Hepburn - William Holden;;;DVD;;1954;Fr-Ang-Esp-Itl;;;;;;;;;;;
Sahara;Action;Aventures;Breck Eisner;USA;Matthew McConaughey - Steve Zahn - Penelope Cruz - William H. Macy - Lambert Wilson;;;BRD;1;2005;Fr-Ang-Esp;;A REVOIR;;;;;;;;;
Salomon Kane;Heroic Fantaisy;Fantastique;Robert E. Howard;USA;James Purefoy - ;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Sans Peur et Sans Reproche;Action;Aventures;;France;Gerard Jugnot - Victoria Abril - Patrick Timsit - Anemone - Gerard Darmon - Roland Giraud;;;DVD;2;;Fr-Grec;;;;;;;;;;;
Santa & Cie;Comedie;Fantastique;Alain Chabat;FR-Belge;Alain Chabat - Golshifteh Farahni - Pio Marmai - Bruno Sanchez - Louise Chabat;;;DVD;2;2017;Fr;;;;;;;;;;;
Scary Movie 1;Comedie;Parodie;;USA;John Abrahams - Carmen Electra - Shannon Elisabeth;;;DVD;;2000;Fr-Ang;;;;;;;;;;;
Scary Movie 2;Comedie;Parodie;;USA;;;;DVD;;2001;Fr-Ang;;;;;;;;;;;
Scary Movie 4;Comedie;Parodie;;USA;Anna Faris - Regina Hall - Craig Bierko;;;DVD;;2006;Fr-Ang;;;;;;;;;;;
Scooby-Doo 1;Jeunesse;Fantastique;;USA;Freddie Prinze Jr - Sarah Michelle Cellar - Matthew Lillard - Linda Cardellini;;;DVD;2;2002;Fr-Ang-Itl;;;;;;;;;;;
Scooby-Doo 2 Les Monstres se Déchainent;Jeunesse;Fantastique;;USA;Freddie Prinze Jr - Sarah Michelle Cellar - Matthew Lillard - Linda Cardellini;;;DVD;2;2004;Fr-Ang;;;;;;;;;;;
Scooby-Doo 3 Le Monstre du Lac;Jeunesse;Fantastique;Brian Levant;USA;Robbie Amel - Hayley Kyoko - Kate Melton - Nick Palatas;;;DVD;2;2010;Fr-Ang-Esp-Itl-Tcheque;;;;;;;;;;;
Sea Biscuit;Comedie;Historique;;USA;Tobey Maguire - Jeff Bridges - Chris Cooper;;;DVD;;2003;Fr-Ang;;;;;;;;;;;
Sense and Sensibility;Comedie;Romantique;;GB;Emma Thompson - Alan Rickman - Kate Winslet - Hugh Grant;;;DVD;2;1995;Ang-Itl-Esp;;;;;;;;;;;
Serenity;Science Fiction;Space Opéra;;USA;NaThan Fillion - Alan Tudyk - Adam Baldwn - Summer Glau;;;DVD;1;2005;Fr-Ang;;;;;;;;;;;
Seul au Monde;Comedie;Drame;Robert Zemeckis;USA;Tom Hanks - Helen Hunt - Nick Searcy - Chris Noth - Lari White - Geoffrey Blake;;;DVD;2;2000;Fr-Ang;;OUI;;;;;;;;;
Seul sur Mars;Science Fiction;SF;Ridley Scott;USA;Matt Damon - Jessica Chastain - Kristen Wiig - jeff Daniels - Michael Pena - Dean Bean;;;DVD;2;2015;Fr-Ang;;;;;;;;;;;
Seuls;Fantastique;;David Moreau;France;Sofia Lesaffre - stéphane Bak - Jean-Stan du Pac - Paul Scarfoglio - Thomas Doret;;;DVD;2;2017;Fr;;;;;;;;;;;
Seven;Policier;Thriller;David Fincher;USA;Brad Pitt - Morgan Freeman;;;DVD;;1996;Fr-Ang;;;;;;;;;;;
Sex and the City;Comedie;Société;;USA;Sarah Jessica Parker - Kim Cattrall - Kristin Davis - Cynthia Nixon;;;DVD;1;2008;Fr-Ang;;OUI;;;;;;;;;
Sgt Bilko;Comedie;Humour;;USA;Steve Martin - Dan Aykroyd - Phil Hartman;;;DVD;;1996;Fr-Ang-Esp;;;;;;;;;;;
Shakespeare In Love;Comedie;Historique;John Madden;GB-USA;Joseph Fiennes - Gwyneth Paltrow;;;DVD;;1998;Fr-Ang;;OUI;;;;;;;;;
Shangai Noon;Policier;Humour;;USA;Jackie Chan - Owen Wilson - Lucy Liu;;;DVD;1;;Fr-Ang;;;;;;;;;;;
Shaun le Mouton;Jeunesse;Dessins Animés;Richard starzak;FR-Belge;;;;DVD;2;2014;Fr;;OUI;;;;;;;;;
Shaun of The Dead;Comedie;Parodie;Edgar Wright;USA;Simon Pegg - Nick Frost - Kate Ashfield - Lucy Davis - Dylan Moran - Bill Nighy ;;;DVD;1;2004;Fr-Ang;;;;;;;;;;;
Sheriff Fais moi peur;Comedie;Humour;;USA;Seann william Scott - Johnny Knoxville - Jessica Simpson - Burt Reynolds;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Sherlock Holmes;Policier;Aventures;Guy Ritchie;USA;Robert Downey Jr - Jude Law - Rachel Mc Adams - Mark Strong;;;BRD + DVD;2;2009;Fr-Ang;Blue-Ray inclus;;;;;;;;;;
Sherlock Holmes A game of Shadows;Policier;Aventures;;USA;Robert Downey Jr - Jude Law;;;DVD;1;2011;Fr-Ang-Esp;;;;;;;;;;;
Sherlock Holmes: Les Mystères de Londres;Policier;Fantastique;Rachel Goldenberg;USA;Ben Syder- Gareth David-Lloyd - Dominic Keating - William Huw - Elizabeth Arends;;;DVD;1;2008;Fr;;;;;;;;;;;
Shining;Fantastique;Frisson;Stanley Kubrick;USA;Jack Nicholson - Shelley Duvall;;;DVD;;1980;Fr-Ang;;OUI;;;;;;;;;
Short Circuit;Science Fiction;SF;;USA;;;;DVD;2;;;A vieilli mais reste drôle;;;;;;;;;;
Shrek 1;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;2;2001;Fr-Ang-Flemish;;;;;;;;;;;
Shrek 2;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;1;2004;Fr-Ang-Esp;;;;;;;;;;;
Shrek 3;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;1;2007;Fr-Ang-Esp;;;;;;;;;;;
Shrek 4 Il était une Fin;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;2;2010;Fr-Ang-Flamand;;OUI;;;;;;;;;
Shutter Island;Policier;Thriller;Martin Scorcese;USA;Leornado Di Caprio - Mark Ruffalo - Ben Kingsley;;;DVD;2;2010;;;OUI;;;;;;;;;
Simbad la Légende des Sept Mers;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;1;2003;Fr-Ang-Esp;;;;;;;;;;;
Sin City;Fantastique;Policier;;USA;Bruce Willis - Mickey;;;DVD;;2005;Fr-Ang;;;;;;;;;;;
Sin City : J'ai Tué pour Elle;Policier;Thriller;Franck Miller Robert Rodriguez;USA;Eva Green - Josh Brolin - Jessica Alba - Bruce Willis - Mickey Rourke - Rosario Dawson;;;DVD;2;2014;Fr-Ang;;OUI;;;;;;;;;
Sinking of Japan;Science Fiction;Catastrophe;Sakyo Komatsu;Japon;Tsuyoshi Kusamagi - Kou Shibasaki;;;DVD;2;2006;Fr;;;;;;;;;;;
Skyline;Science Fiction;Frisson;Greg et Colin Strause;USA;Eric Balfour - Scottie Thompson - Brittany Daniel; ;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Sleepy Hollow;Fantastique;Frisson;Tim Burton;USA; Johnny Deep - Christina Ricci;;;DVD;;1999;Fr-Ang;;;;;;;;;;;
Slumdog Millionaire;Drame;Société;Danny Boyle;GB-USA;Dev Patel - Anil Kapoor - Irfan Khan - Mia Drake - Freida Pinto;;;DVD;;2008;Fr-Ang;;;;;;;;;;;
Snowpiercer;Science Fiction;Catastrophe;Bong Joon Ho;Corée;Chris Evan - Son Kang-Ho - Tilda Swinton - Jamie Bell - Ed Harris Octavia Spencer - Ewen Bremmer - John Hurt - Alison Pill - Ko Asung;;;DVD;2;2013;Fr-Ang;;;;;;;;;;;
Soldat Bleu;Western;Drame;Ralph Nelson;USA;Candice Bergen - Peter Strauss - Donald Pleasence - John Anderson - Dona Elcar;;;DVD;2;1970;Fr-Ang;;;;;;;;;;;
Soldier;Science Fiction;SF;;USA;Kurt Russel;;;DVD;2;1996;Fr-Ang;;;;;;;;;;;
Soleil Vert;Science Fiction;SF;Robert Fleischer;USA;Charlton Heston - Edward G Robinson;;;DVD;2;1973;Fr-Ang-All- Esp;;;;;;;;;;;
Sos Fantomes (1);Comedie;Fantastique;;USA;Dan Aykroyd - Bill Murray;;;DVD;;1984;Fr-Ang-All-Esp-Itl;;;;;;;;;;;
Sos Fantomes (2);Comedie;Fantastique;;USA;Dan Aykroyd - Bill Murray;;;DVD;;1989;Fr-Ang-All-Esp-Itl;;;;;;;;;;;
Souris City;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;2;2006;Fr-Ang-Ndl;;;;;;;;;;;
Soyez Sympas, Rembobinez;Comedie;Humour;Michel Gondry;USA;Jack Black - Mos Def - Danny Glover;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Space Cowboys;Science Fiction;Aventures;Clint Eastwood;USA;Clint Eastwood - Tommy Lee Jones;;;DVD;2;2000;;;;;;;;;;;;
Space James;Jeunesse;Dessins Animés;Warner Bros;USA;Michael Jordan - Bugs Bunny;;;DVD;1;1996;Fr-Ang-Esp;;;;;;;;;;;
Spartacus;Action;Péplum;Stanley Kubrick;USA;Kirk Douglas - Lauencr Olivier;;;DVD;1;1960;Fr-Ang-Esp;;;;;;;;;;;
Spartacus 1 Le Sang des Gladiateurs (13 épisodes);Action;Historique;Steven S.DeKnihght;USA;Andy Whitfield - Peter Mensah - Manu bennett - Lucy Lawless - John Hannah - Viva Bianca;Bur;Coffret;DVD;2;2010;Fr-Ang;Série Spartacus;;;;;;;;;;
Spartacus 2 Les Dieux de ll'Aréne   (6 épisodes);Action;Historique;Steven S.DeKnihght;USA;Andy Whitfield - Peter Mensah - Manu bennett - Lucy Lawless - Dustin Clare - Viva Bianca;Bur;Coffret;DVD;2;2012;Fr-Ang;Série Spartacus;;;;;;;;;;
Spartacus 3 Vengeance (10 épisodes);Action;Historique;Steven S.DeKnihght;USA;Liam McIntyre - Manu bennett -  Dustin Clare - Cynthia Addai-Robinson - Simon Merrells;Bur;Coffret;DVD;2;2012;Fr-Ang;Série Spartacus;;;;;;;;;;
Spartacus 4 La Guerre des Damnés (10 épisodes);Action;Historique;Steven S.DeKnihght;USA;Liam McIntyre - Manu bennett -  Dustin Clare - Cynthia Addai-Robinson - Simon Merrells;Bur;Coffret;DVD;2;2013;Fr-Ang;Série Spartacus;;;;;;;;;;
Spider-Man 1;Science Fiction;Super héros;;USA;Tobey Maguire - Willem DAFOE - Kirsten Dunst - James Franco;;;DVD;1;2002;Fr-Ang;;;;;;;;;;;
Spider-Man 2;Science Fiction;Super héros;;USA;Tobey Maguire - Kirsten Dunst - James Franco - Alfred Molina - Rosemary Harris;;;DVD;1;2004;Fr-Ang-Esp;;;;;;;;;;;
Spider-Man 3;Science Fiction;Super héros;;USA;Tobey Maguire - Kirsten Dunst - James Franco - Thomas Haden Church - Topher Grace;;;DVD;2;2007;Fr-Ang;;;;;;;;;;;
Spitfire;Guerre;2e Guerre Mond.;BBC;GB;Geoffrey Wellum - Sam Heughan;;;DVD;2;2010;Fr-Ang;;;;;;;;;;;
Spoils of War;Guerre;2e Guerre mond.;Jean Liberté;USA; Krash Miller - Preston James Hillier Russel Whaley;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Spy Game;Action;Espionnage;Tony Scott;USA;Brad Pitt - Robert Redford;;;DVD;1;2002;Fr-Ang;;;;;;;;;;;
Stalingrad;Guerre;2e Guerre Mond.;Joseph Vilsmaier;Allemagne;Dominique Horwitz - Thomas Kretchmann - Jochen Nickel - Sebastian Rudolph;;;DVD;2;1992;Fr;;;;;;;;;;;
Stalingrad (Ennemy at the Gates);Guerre;2e Guerre Mond.;Jean Jacques Annaud;USA-ALL-GB;Joseph Fiennes - Judie Law - Ed Harris;;;DVD;2;2001;Fr-Ang;;;;;;;;;;;
Star Cruiser;Science Fiction;SF;John Moik;Allemagne;Jack Moik - Annette Schmiedel - Maekos Koutalas - Stephanie Dal Canton;;;DVD;2;2011;Fr-All;;;;;;;;;;;
Star Trek;Science Fiction;Space Opéra;J,J, Abrams;USA;John Cho - Ben Cross - Bruce Greenwood - Simon Pegg - Chris Pine - Zachary Quinto;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Star Trek : Into Darkness;Science Fiction;Space Opéra;J,J, Abrams;USA;John Cho - Bruce Greenwood - Simon Pegg - Chris Pine - Zachary Quinto - Alice Eve;;;DVD;2;2013;Fr-Ang;;;;;;;;;;;
Star Wars 1 La Menace Fantôme;Science Fiction;Space Opéra;Georges Lucas;USA;Liam Nelson;;;DVD;2;1999;Fr-Ang;;;;;;;;;;;
Star Wars 2 L'attaque des Clones;Science Fiction;Space Opéra;Georges Lucas;USA;Ewan McGregor- Natalie Portman - Christopher Lee;;;DVD;2;2001;Fr-Ang;;;;;;;;;;;
Star Wars 3 La Revanche des Sith;Science Fiction;Space Opéra;Georges Lucas;USA;Ewan McGregor - Natalie Portman;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Star Wars 4 Un Nouvel Espoir;Science Fiction;Space Opéra;Georges Lucas;USA;Mark Hamill - Carrie Fisher - Harrison Ford;;;DVD;2;1980;Fr-Ang;;;;;;;;;;;
Star Wars 5 L'empire Contre-Attaque;Science Fiction;Space Opéra;Georges Lucas;USA;Mark Hamill - Carrie Fisher - Harrison Ford;;;DVD;2;1980;Fr-Ang;;;;;;;;;;;
Star Wars 6 Le Retour du Jedi;Science Fiction;Space Opéra;Georges Lucas;USA;Mark Hamill - Carrie Fisher - Harrison Ford;;;DVD;2;1983;Fr-Ang;;;;;;;;;;;
Star Wars 7 Le Réveil de la Force;Science Fiction;Space Opéra;J.J. Abrams;USA;Daisy Ridley - John Boyega - Adam Driver - Harrison Ford - Oscar Isaac - Carrie Fisher - Mark Hamill - Lupita Nyong'o;;;DVD;2;2016;Fr-Ang;;;;;;;;;;;
